record_id,polymer_name,repeat_unit_smiles,polymer_class,tg_value,tg_unit,tg_std,measurement_method,source_id,source_type,doi,extraction_method,notes
rec_zen_00017,,[*]/C(C)=C(/[*])[Ge](C)(C)C,other,523.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=523.15; n_points=1; reliability=black
rec_zen_03855,,[*]Nc1ccc(Oc2ccc(-c3ccc(Oc4ccc(NC(=O)c5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(c8cccc(C([*])=O)c8)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4)cc3)cc2)cc1,polyimide,553.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=553.15; n_points=1; reliability=black
rec_zen_03856,,[*]Nc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc(NC(=O)c6cc(C([*])=O)cc(N7C(=O)c8ccccc8C7=O)c6)cc5)cc4)o3)cc2)cc1,polyether,558.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=558.15; n_points=1; reliability=black
rec_zen_03857,,[*]Nc1ccc(Oc2ccc(-c3nnc(-c4ccc(Oc5ccc(NC(=O)c6ccc(C([*])=O)cc6Oc6ccccc6)cc5)cc4)o3)cc2)cc1,polyether,518.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=518.15; n_points=1; reliability=black
rec_zen_03858,,[*]Nc1ccc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(-c6ccc(Oc7ccc(NC(=O)c8cccc(C([*])=O)c8)cc7)cc6)c(=O)c5cc4c3=O)cc2)cc1,polyimide,555.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=555.15; n_points=1; reliability=black
rec_zen_03866,,[*]Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(NC(=O)c5cc6cc(Cc7ccc8oc(=O)c(C([*])=O)cc8c7)ccc6oc5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,polyether,556.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=556.15; n_points=1; reliability=black
rec_zen_03870,,[*]Nc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(NC(=O)c5ccc(S(=O)(=O)c6ccc(C([*])=O)cc6)cc5)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,polyether,523.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=523.15; n_points=1; reliability=black
rec_zen_03880,,[*]Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc(C(c7ccc(C([*])=O)cc7)(C(F)(F)F)C(F)(F)F)cc6)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,polyether,514.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=514.15; n_points=1; reliability=black
rec_zen_03887,,[*]Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(c6ccc(Oc8ccc(N9C(=O)c%10ccc(C([*])=O)cc%10C9=O)cc8)cc6)C7=O)cc5)cc4)NC(=O)c4ccccc43)cc2)cc1,polyimide,593.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=593.15; n_points=1; reliability=black
rec_zen_03896,,[*]Nc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(NC(=O)c6cccc(C([*])=O)c6)cc5)cc4)C4CC5CC(C4)CC3C5)cc2)cc1,polyether,546.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=546.15; n_points=1; reliability=black
rec_zen_03909,,[*]Nc1ccc(Oc2ccc(NC(=O)Nc3ccc4c(c3)C(=O)N(c3ccc(-c5cc(-c6ccc(-c7ccccc7)cc6)cc(-c6ccc(N7C(=O)c8ccc(NC([*])=O)cc8C7=O)cc6)n5)cc3)C4=O)cc2)cc1,polyimide,514.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=514.15; n_points=1; reliability=black
rec_zen_03915,,[*]Nc1ccc(Oc2ccc(NC(=O)c3cc(NC(=O)C45CC6CC(CC(C6)C4)C5)cc(C([*])=O)c3)cc2)cc1,polyether,608.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=608.15; n_points=1; reliability=black
rec_zen_03916,,[*]Nc1ccc(Oc2ccc(NC(=O)c3cc4cc(Cc5ccc6oc(=O)c(C([*])=O)cc6c5)ccc4oc3=O)cc2)cc1,polyether,585.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=585.15; n_points=1; reliability=black
rec_zen_03927,,[*]Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5sc(-c6ccc(N7C(=O)c8ccc(C([*])=O)cc8C7=O)cc6)c(-c6ccccc6)c5-c5ccccc5)cc3)C4=O)cc2)cc1,polyimide,593.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=593.15; n_points=1; reliability=black
rec_zen_03931,,[*]Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C6(c7ccc(Oc8ccc(N9C(=O)c%10ccc(C([*])=O)cc%10C9=O)cc8)cc7)NC(=O)c7ccccc76)cc5)cc3)C4=O)cc2)cc1,polyimide,598.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=598.15; n_points=1; reliability=black
rec_zen_03932,,[*]Nc1ccc(Oc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5)cc3)C4=O)cc2)cc1,polyimide,555.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=555.15; n_points=1; reliability=black
rec_zen_03941,,[*]Nc1ccc(Oc2ccc(NC(=O)c3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6cccc(C([*])=O)c6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)cc2)cc1,polyimide,571.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=571.15; n_points=1; reliability=black
rec_zen_03945,,[*]Nc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C([*])=O)cc6)cc5C4=O)cc3)cc2)cc1,polyimide,515.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=515.15; n_points=1; reliability=black
rec_zen_03975,,[*]Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5ccc6c(c5)C(=O)N(c5ccc(Oc7ccc(C8(c9ccc(Oc%10ccc(N%11C(=O)c%12ccc(C([*])=O)cc%12C%11=O)cc%10)cc9)NC(=O)c9ccccc98)cc7)cc5)C6=O)cc4)cc3)cc2)cc1,polyimide,575.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=575.15; n_points=1; reliability=black
rec_zen_03978,,[*]Nc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(NC(=O)c5cccc(C([*])=O)c5)cc4)cc3)cc2)cc1,polyether,533.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=533.15; n_points=1; reliability=black
rec_zen_03989,,[*]Nc1ccc(Oc2ccc3nc(-c4ccc([N+](=O)[O-])cc4)c(-c4ccc(Oc5ccc(-c6nc7cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(c9ccc(C(c%11ccc(N%12C(=O)c%13ccc(C([*])=O)cc%13C%12=O)cc%11)(C(F)(F)F)C(F)(F)F)cc9)C%10=O)cc8)ccc7nc6-c6ccc([N+](=O)[O-])cc6)cc5)cc4)nc3c2)cc1,polyimide,576.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=576.15; n_points=1; reliability=black
rec_zen_03994,,[*]Nc1ccc(Oc2ccc3nc(-c4ccccc4)c(-c4ccc(N5C(=O)c6ccc7c8c(ccc(c68)C5=O)C(=O)N(c5ccc(-c6nc8cc(Oc9ccc(NC(=O)c%10cc(C([*])=O)cc(N%11C(=O)c%12ccccc%12C%11=O)c%10)cc9)ccc8nc6-c6ccccc6)cc5)C7=O)cc4)nc3c2)cc1,polyimide,618.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=618.15; n_points=1; reliability=black
rec_zen_03996,,[*]Nc1ccc(Oc2ccc3nc(-c4ccccc4)c(-c4ccc(Oc5ccc(-c6nc7cc(Oc8ccc(NC(=O)c9cc(C([*])=O)cc(N%10C(=O)c%11ccccc%11C%10=O)c9)cc8)ccc7nc6-c6ccccc6)cc5)cc4)nc3c2)cc1,polyether,533.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=533.15; n_points=1; reliability=black
rec_zen_04002,,[*]Nc1ccc(Oc2cccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5)cc3)C4=O)c2)cc1,polyimide,509.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=509.15; n_points=1; reliability=black
rec_zen_04012,,[*]Nc1ccc(Oc2cccc3c(NC(=O)c4ccc5c(c4)C(=O)N(c4ccc(Oc6cccc7c(N8C(=O)c9ccc(C([*])=O)cc9C8=O)cccc67)cc4)C5=O)cccc23)cc1,polyimide,549.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=549.15; n_points=1; reliability=black
rec_zen_04015,,[*]Nc1ccc(Oc2ccccc2-c2ccccc2Oc2ccc(NC(=O)Nc3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc6ccccc6c5-c5c(Oc6ccc(N7C(=O)c8ccc(NC([*])=O)cc8C7=O)cc6)ccc6ccccc56)cc3)C4=O)cc2)cc1,polyimide,558.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=558.15; n_points=1; reliability=black
rec_zen_04025,,[*]Nc1ccc(Oc2ccccc2Oc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(c6ccc(C([*])=O)cc6)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc2)cc1,polyimide,554.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=554.15; n_points=1; reliability=black
rec_zen_04035,,[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(CCCCCCN3C(=O)c5ccc(C([*])=O)cc5C3=O)C4=O)cc2)cc1,polyimide,471.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=471.15; n_points=1; reliability=black
rec_zen_04043,,[*]Nc1ccc(S(=O)(=O)c2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3cccc(P(=O)(c5ccccc5)c5cccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)c5)c3)C4=O)cc2)cc1,polyimide,514.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=514.15; n_points=1; reliability=black
rec_zen_04046,,[*]Nc1ccc(S(=O)(=O)c2cccc(NC(=O)c3ccc4c(c3)C(=O)N(CCCCCCN3C(=O)c5ccc(C([*])=O)cc5C3=O)C4=O)c2)cc1,polyimide,463.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=463.15; n_points=1; reliability=black
rec_zen_04047,,[*]Nc1ccc(Sc2ccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(Oc5ccc(C6(c7ccc(Oc8ccc(N9C(=O)c%10ccc(C([*])=O)cc%10C9=O)cc8)cc7)NC(=O)c7ccccc76)cc5)cc3)C4=O)cc2)cc1,polyimide,585.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=585.15; n_points=1; reliability=black
rec_zen_04055,,[*]Nc1ccc([*])cc1OCCCCCCCCCCCCCCCC,other,365.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=365.15; n_points=1; reliability=black
rec_zen_04072,,[*]Nc1cccc(-n2c(=O)c3cc4c(=O)n(-c5cccc(NC(=O)c6cccc(C([*])=O)c6)c5)c(=O)c4cc3c2=O)c1,polyimide,611.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=611.15; n_points=1; reliability=black
rec_zen_04078,,[*]Nc1cccc(C(=O)c2ccc(Oc3ccc(C(=O)c4cccc(NC(=O)c5cccc(C([*])=O)c5)c4)cc3)cc2)c1,polyether,464.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=464.15; n_points=1; reliability=black
rec_zen_04081,,[*]Nc1cccc(C(=O)c2cccc(NC(=O)c3ccc4c(c3)C(=O)N(c3ccc(-c5sc(-c6ccc(N7C(=O)c8ccc(C([*])=O)cc8C7=O)cc6)c(-c6ccccc6)c5-c5ccccc5)cc3)C4=O)c2)c1,polyimide,581.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=581.15; n_points=1; reliability=black
rec_zen_04100,,[*]Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(-c4sc(-c5ccc(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cc5)c(-c5ccccc5)c4-c4ccccc4)cc2)C3=O)c1,polyimide,607.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=607.15; n_points=1; reliability=black
rec_zen_04102,,[*]Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(C5(c6ccc(Oc7ccc(N8C(=O)c9ccc(C([*])=O)cc9C8=O)cc7)cc6)NC(=O)c6ccccc65)cc4)cc2)C3=O)c1,polyimide,601.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=601.15; n_points=1; reliability=black
rec_zen_04104,,[*]Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4cccc5c(N6C(=O)c7ccc(C([*])=O)cc7C6=O)cccc45)cc2)C3=O)n1,polyimide,566.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=566.15; n_points=1; reliability=black
rec_zen_04108,,[*]Nc1cccc(NC(=O)c2ccc3c(c2)C(=O)N(c2cccc(P(=O)(c4ccccc4)c4cccc(N5C(=O)c6ccc(C([*])=O)cc6C5=O)c4)c2)C3=O)n1,polyimide,429.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=429.15; n_points=1; reliability=black
rec_zen_04110,,[*]Nc1cccc(NC(=O)c2cccc(NC(=O)c3ccc4[nH]c(-c5cccc(-c6nc7cc(C([*])=O)ccc7[nH]6)c5)nc4c3)c2)c1,polyamide,604.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=604.15; n_points=1; reliability=black
rec_zen_04127,,[*]Nc1cccc(Oc2ccc(P(=O)(c3ccccc3)c3ccc(Oc4cccc(NC(=O)c5ccc(P(=O)(c6ccccc6)c6ccc(C([*])=O)cc6)cc5)c4)cc3)cc2)c1,polyether,508.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=508.15; n_points=1; reliability=black
rec_zen_04148,,[*]OC(=O)C(C)(C)CCC(=O)Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c([*])cc1OC(=O)c1ccc(OCCCC)cc1,polyester,334.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=334.15; n_points=1; reliability=black
rec_zen_04149,,[*]OC(=O)C(C)CCC(=O)Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c([*])cc1OC(=O)c1ccc(OCCCC)cc1,polyester,328.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=328.15; n_points=1; reliability=black
rec_zen_04151,,[*]OC(=O)C1CCC(C(=O)OC2C(C)(C)C([*])C2(C)C)CC1,polyester,442.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=442.15; n_points=1; reliability=black
rec_zen_04154,,[*]OC(=O)CCCC(=O)Oc1cc(OC(=O)c2ccc(OCC(C)CC)cc2)c([*])cc1OC(=O)c1ccc(OCC(C)CC)cc1,polyester,333.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=333.15; n_points=1; reliability=black
rec_zen_04161,,[*]OC(=O)CCCCCC(=O)Oc1cc(OC(=O)c2ccc(OCCCC)cc2)c([*])cc1OC(=O)c1ccc(OCCCC)cc1,polyester,318.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=318.15; n_points=1; reliability=black
rec_zen_04173,,[*]OC(=O)Oc1ccc(-c2ccc(OC(=O)OC3C(C)(C)C([*])C3(C)C)cc2)cc1,polycarbonate,438.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=438.15; n_points=1; reliability=black
rec_zen_04195,,[*]OC(=O)c1ccc(C(F)(F)C(F)(F)C(F)(F)c2ccc(C([*])=O)cc2)cc1,other,371.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=371.15; n_points=1; reliability=black
rec_zen_04216,,[*]OC(=O)c1ccc2c(c1)C(=O)N(c1ccc(S(=O)(=O)c3ccc(N4C(=O)c5ccc(C(=O)Oc6ccc([*])cc6C(C)(C)C)cc5C4=O)cc3)cc1)C2=O,polyimide,452.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=452.15; n_points=1; reliability=black
rec_zen_04224,,[*]OC(=O)c1cccc(C(=O)Oc2cc([*])cc(CCCCCCCCC)c2)c1,polyester,314.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=314.65; n_points=1; reliability=black
rec_zen_04231,,[*]OC(=O)c1cccc(OCCCOc2cccc(C([*])=O)c2)c1,polyether,326.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=326.15; n_points=1; reliability=black
rec_zen_04239,,[*]OC(F)(C([*])(F)F)C(F)(F)F,polyether,200.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=200.15; n_points=1; reliability=black
rec_zen_04245,,[*]OC(F)(F)C(F)(F)N([*])C(F)(F)F,polyether,227.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=227.15; n_points=1; reliability=black
rec_zen_04248,,[*]OC([*])C,polyether,253.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=253.65; n_points=1; reliability=black
rec_zen_04253,,[*]OC1=C(O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si]([*])(C)C)c2cccc3cccc1c23,polyether,230.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=230.15; n_points=1; reliability=black
rec_zen_04266,,[*]OC1CC2CC(OC([*])=O)CC(C1)O2,polyether,480.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=480.15; n_points=1; reliability=black
rec_zen_04275,,[*]OC1COC2C(OC(=O)c3ccc(C([*])=O)o3)COC12,polyether,465.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=465.65; n_points=1; reliability=black
rec_zen_04280,,[*]OCC#CC#CCOC(=O)c1ccc(C([*])=O)cc1,polyester,416.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=416.15; n_points=1; reliability=black
rec_zen_04287,,[*]OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cc(C([*])=O)cc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,polyester,300.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=300.15; n_points=1; reliability=black
rec_zen_04288,,[*]OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(-c2cccc(C([*])=O)c2)c1,polyester,318.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=318.15; n_points=1; reliability=black
rec_zen_04290,,[*]OCC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(C(F)(F)C(F)(F)C(F)(F)c2cccc(C([*])=O)c2)c1,polyester,297.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=297.15; n_points=1; reliability=black
rec_zen_04299,,[*]OCC(O)COc1ccc(C2(c3ccc(OCC(O)COC(=O)C4CCC(C([*])=O)CC4)cc3)c3ccccc3-c3ccccc32)cc1,polyether,383.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=383.15; n_points=1; reliability=black
rec_zen_04306,,[*]OCC1CCC(COC(C)OC(=O)c2cccc(C(=O)OC([*])C)c2)CC1,polyether,303.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=303.15; n_points=1; reliability=black
rec_zen_04317,,[*]OCCCCCCCCCCCCOC(=O)c1ccc(-c2nnc(-c3ccc(C([*])=O)cc3)s2)cc1,other,341.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=341.15; n_points=1; reliability=black
rec_zen_04332,,[*]OCCCCCCCCCCCOc1cccc(-c2nnc(-c3cccc(OCCCCCCCCCCCOC(=O)c4cccc(C([*])=O)c4)c3)s2)c1,polyether,288.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=288.15; n_points=1; reliability=black
rec_zen_04335,,[*]OCCCCCCCCCCOC(=O)OCCCCCCOc1ccc(Oc2ccc(OCCCCCCOC([*])=O)cc2)cc1,polyether,251.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=251.15; n_points=1; reliability=black
rec_zen_04342,,[*]OCCCCCCCCCCOC(=O)c1ccc2cc(C([*])=O)ccc2c1,polyester,323.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=323.65; n_points=1; reliability=black
rec_zen_04343,,[*]OCCCCCCCCCCOC(=O)c1cccc(C([*])=O)c1,polyester,250.65,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=250.65; n_points=1; reliability=black
rec_zen_04348,,[*]OCCCCCCCCCCOc1ccc(/C=C/c2ccc(OCCCCCCCCCCOP([*])(=O)OCCCCCCCCCCOc3ccc(/N=N/c4ccc(Cl)cc4)cc3)cc2)cc1,polyether,333.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=333.15; n_points=1; reliability=black
rec_zen_04350,,[*]OCCCCCCCCCCOc1ccc(/C=C/c2ccc(OCCCCCCCCCCOP([*])(=O)OCCCCCCCCCCOc3ccc(/N=N/c4ccc([N+](=O)[O-])cc4)cc3)cc2)cc1,polyether,323.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=323.15; n_points=1; reliability=black
rec_zen_04379,,[*]OCCCCCCCCOc1ccc(/C=C2\CCCC/C(=C\c3ccc(OCCCCCCCCOC(=O)c4ccc(-c5nnc(-c6ccc(C([*])=O)cc6)o5)cc4)cc3)C2=O)cc1,polyether,371.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=371.15; n_points=1; reliability=black
rec_zen_04383,,[*]OCCCCCCCOC(=O)c1ccc(-c2ccc(C([*])=O)cc2)cc1,polyester,317.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=317.15; n_points=1; reliability=black
rec_zen_04393,,[*]OCCCCCCN1C(=O)c2ccc(C(=O)c3ccc4c(c3)C(=O)N(CCCCCCOC([*])=O)C4=O)cc2C1=O,polyimide,349.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=349.15; n_points=1; reliability=black
rec_zen_04449,,[*]OCCCCCOC([*])=O,polycarbonate,230.2,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=230.2; n_points=1; reliability=black
rec_zen_04457,,[*]OCCCCOC(=O)OCC1CCC(COC([*])=O)CC1,polycarbonate,286.15,K,0.0,unknown,ds_zenodo_lamalab_tg,dataset,10.5281/zenodo.15783761,dataset_download,source=GREA; tg_range=286.15; n_points=1; reliability=black
